,Attraction,AttractionType,CityName,Country,Region,Continent
8649,Uluwatu Temple,Religious Sites,Sofia,Bulgaria,Southern Europe,Europe
8653,Yogyakarta Palace,Historic Sites,Sofia,Bulgaria,Southern Europe,Europe
8655,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Singapore,Singapore,South East Asia,Asia
8973,Tegalalang Rice Terrace,Points of Interest & Landmarks,Singapore,Singapore,South East Asia,Asia
9267,Water Castle (Tamansari),Points of Interest & Landmarks,Singapore,Singapore,South East Asia,Asia
9334,Malang City Square,Points of Interest & Landmarks,Singapore,Singapore,South East Asia,Asia
9335,Bromo Tengger Semeru National Park,National Parks,Singapore,Singapore,South East Asia,Asia
9361,Kalibiru National Park,National Parks,Singapore,Singapore,South East Asia,Asia
9375,Tegenungan Waterfall,Waterfalls,Singapore,Singapore,South East Asia,Asia
9458,Coban Rondo Waterfall,Waterfalls,Singapore,Singapore,South East Asia,Asia
9460,Nusa Dua Beach,Beaches,Singapore,Singapore,South East Asia,Asia
9544,Kuta Beach - Bali,Beaches,Singapore,Singapore,South East Asia,Asia
9674,Sanur Beach,Beaches,Singapore,Singapore,South East Asia,Asia
9749,Seminyak Beach,Beaches,Singapore,Singapore,South East Asia,Asia
9893,Tanah Lot Temple,Religious Sites,Singapore,Singapore,South East Asia,Asia
10103,Uluwatu Temple,Religious Sites,Singapore,Singapore,South East Asia,Asia
10362,Waterbom Bali,Water Parks,Singapore,Singapore,South East Asia,Asia
10582,Ullen Sentalu Museum,History Museums,Singapore,Singapore,South East Asia,Asia
10685,Merapi Volcano,Volcanos,Singapore,Singapore,South East Asia,Asia
11011,Mount Semeru Volcano,Volcanos,Singapore,Singapore,South East Asia,Asia
11018,Malioboro Road,Flea & Street Markets,Singapore,Singapore,South East Asia,Asia
11161,Ramayana Ballet at Prambanan,Ballets,Singapore,Singapore,South East Asia,Asia
11203,Yogyakarta Palace,Historic Sites,Singapore,Singapore,South East Asia,Asia
11306,Jodipan Colorful Village,Neighborhoods,Singapore,Singapore,South East Asia,Asia
11309,Khayangan Reflexology & Massage,Spas,Singapore,Singapore,South East Asia,Asia
11315,Sewu Temple,Ancient Ruins,Singapore,Singapore,South East Asia,Asia
11372,Ratu Boko Temple,Ancient Ruins,Singapore,Singapore,South East Asia,Asia
11399,Jomblang Cave,Caverns & Caves,Singapore,Singapore,South East Asia,Asia
11420,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Ho Chi Minh City,Vietnam,South East Asia,Asia
11444,Tegalalang Rice Terrace,Points of Interest & Landmarks,Ho Chi Minh City,Vietnam,South East Asia,Asia
11454,Bromo Tengger Semeru National Park,National Parks,Ho Chi Minh City,Vietnam,South East Asia,Asia
11455,Tegenungan Waterfall,Waterfalls,Ho Chi Minh City,Vietnam,South East Asia,Asia
11458,Nusa Dua Beach,Beaches,Ho Chi Minh City,Vietnam,South East Asia,Asia
11459,Kuta Beach - Bali,Beaches,Ho Chi Minh City,Vietnam,South East Asia,Asia
11464,Sanur Beach,Beaches,Ho Chi Minh City,Vietnam,South East Asia,Asia
11469,Seminyak Beach,Beaches,Ho Chi Minh City,Vietnam,South East Asia,Asia
11475,Tanah Lot Temple,Religious Sites,Ho Chi Minh City,Vietnam,South East Asia,Asia
11481,Uluwatu Temple,Religious Sites,Ho Chi Minh City,Vietnam,South East Asia,Asia
11490,Waterbom Bali,Water Parks,Ho Chi Minh City,Vietnam,South East Asia,Asia
11507,Malioboro Road,Flea & Street Markets,Ho Chi Minh City,Vietnam,South East Asia,Asia
11509,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Haren,Netherlands,Western Europe,Europe
11510,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,London,Canada,Northern America,America
12122,Sempu Island,Nature & Wildlife Areas,London,Canada,Northern America,America
12124,Tegalalang Rice Terrace,Points of Interest & Landmarks,London,Canada,Northern America,America
12358,Water Castle (Tamansari),Points of Interest & Landmarks,London,Canada,Northern America,America
12359,Malang City Square,Points of Interest & Landmarks,London,Canada,Northern America,America
12361,Bromo Tengger Semeru National Park,National Parks,London,Canada,Northern America,America
12370,Kalibiru National Park,National Parks,London,Canada,Northern America,America
12371,Tegenungan Waterfall,Waterfalls,London,Canada,Northern America,America
12469,Nusa Dua Beach,Beaches,London,Canada,Northern America,America
12517,Kuta Beach - Bali,Beaches,London,Canada,Northern America,America
12602,Sanur Beach,Beaches,London,Canada,Northern America,America
12668,Seminyak Beach,Beaches,London,Canada,Northern America,America
12766,Tanah Lot Temple,Religious Sites,London,Canada,Northern America,America
12842,Uluwatu Temple,Religious Sites,London,Canada,Northern America,America
12916,Waterbom Bali,Water Parks,London,Canada,Northern America,America
13038,Ullen Sentalu Museum,History Museums,London,Canada,Northern America,America
13040,Merapi Volcano,Volcanos,London,Canada,Northern America,America
13053,Mount Semeru Volcano,Volcanos,London,Canada,Northern America,America
13055,Malioboro Road,Flea & Street Markets,London,Canada,Northern America,America
13062,Ramayana Ballet at Prambanan,Ballets,London,Canada,Northern America,America
13071,Yogyakarta Palace,Historic Sites,London,Canada,Northern America,America
13084,Jodipan Colorful Village,Neighborhoods,London,Canada,Northern America,America
13086,Sewu Temple,Ancient Ruins,London,Canada,Northern America,America
13090,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Warsaw,Poland,Central Europe,Europe
13114,Tegalalang Rice Terrace,Points of Interest & Landmarks,Warsaw,Poland,Central Europe,Europe
13132,Water Castle (Tamansari),Points of Interest & Landmarks,Warsaw,Poland,Central Europe,Europe
13167,Bromo Tengger Semeru National Park,National Parks,Warsaw,Poland,Central Europe,Europe
13168,Kalibiru National Park,National Parks,Warsaw,Poland,Central Europe,Europe
13182,Tegenungan Waterfall,Waterfalls,Warsaw,Poland,Central Europe,Europe
13187,Nusa Dua Beach,Beaches,Warsaw,Poland,Central Europe,Europe
13188,Kuta Beach - Bali,Beaches,Warsaw,Poland,Central Europe,Europe
13191,Sanur Beach,Beaches,Warsaw,Poland,Central Europe,Europe
13194,Seminyak Beach,Beaches,Warsaw,Poland,Central Europe,Europe
13195,Tanah Lot Temple,Religious Sites,Warsaw,Poland,Central Europe,Europe
13201,Uluwatu Temple,Religious Sites,Warsaw,Poland,Central Europe,Europe
13207,Waterbom Bali,Water Parks,Warsaw,Poland,Central Europe,Europe
13209,Ullen Sentalu Museum,History Museums,Warsaw,Poland,Central Europe,Europe
13286,Merapi Volcano,Volcanos,Warsaw,Poland,Central Europe,Europe
13426,Malioboro Road,Flea & Street Markets,Warsaw,Poland,Central Europe,Europe
13512,Ramayana Ballet at Prambanan,Ballets,Warsaw,Poland,Central Europe,Europe
13523,Yogyakarta Palace,Historic Sites,Warsaw,Poland,Central Europe,Europe
13585,Sewu Temple,Ancient Ruins,Warsaw,Poland,Central Europe,Europe
13611,Ratu Boko Temple,Ancient Ruins,Warsaw,Poland,Central Europe,Europe
13630,Jomblang Cave,Caverns & Caves,Warsaw,Poland,Central Europe,Europe
13644,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Berlin,Germany,Central Europe,Europe
13669,Tegalalang Rice Terrace,Points of Interest & Landmarks,Berlin,Germany,Central Europe,Europe
13681,Tegenungan Waterfall,Waterfalls,Berlin,Germany,Central Europe,Europe
13686,Nusa Dua Beach,Beaches,Berlin,Germany,Central Europe,Europe
13690,Kuta Beach - Bali,Beaches,Berlin,Germany,Central Europe,Europe
13694,Sanur Beach,Beaches,Berlin,Germany,Central Europe,Europe
13696,Seminyak Beach,Beaches,Berlin,Germany,Central Europe,Europe
13701,Tanah Lot Temple,Religious Sites,Berlin,Germany,Central Europe,Europe
13702,Uluwatu Temple,Religious Sites,Berlin,Germany,Central Europe,Europe
13705,Waterbom Bali,Water Parks,Berlin,Germany,Central Europe,Europe
13711,Merapi Volcano,Volcanos,Berlin,Germany,Central Europe,Europe
13716,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Queensland,Australia,Australia,Australia & Oceania
13729,Tegalalang Rice Terrace,Points of Interest & Landmarks,Queensland,Australia,Australia,Australia & Oceania
13734,Tegenungan Waterfall,Waterfalls,Queensland,Australia,Australia,Australia & Oceania
13737,Nusa Dua Beach,Beaches,Queensland,Australia,Australia,Australia & Oceania
13740,Kuta Beach - Bali,Beaches,Queensland,Australia,Australia,Australia & Oceania
13743,Sanur Beach,Beaches,Queensland,Australia,Australia,Australia & Oceania
13745,Seminyak Beach,Beaches,Queensland,Australia,Australia,Australia & Oceania
13748,Tanah Lot Temple,Religious Sites,Queensland,Australia,Australia,Australia & Oceania
13750,Uluwatu Temple,Religious Sites,Queensland,Australia,Australia,Australia & Oceania
13753,Waterbom Bali,Water Parks,Queensland,Australia,Australia,Australia & Oceania
13760,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Udaipur,India,South Asia,Asia
13762,Tegalalang Rice Terrace,Points of Interest & Landmarks,Udaipur,India,South Asia,Asia
13763,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Agrate Brianza,Italy,Southern Europe,Europe
13764,Sanur Beach,Beaches,Agrate Brianza,Italy,Southern Europe,Europe
13765,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Frankfurt,Germany,Central Europe,Europe
13773,Tegalalang Rice Terrace,Points of Interest & Landmarks,Frankfurt,Germany,Central Europe,Europe
13777,Tegenungan Waterfall,Waterfalls,Frankfurt,Germany,Central Europe,Europe
13778,Nusa Dua Beach,Beaches,Frankfurt,Germany,Central Europe,Europe
13779,Kuta Beach - Bali,Beaches,Frankfurt,Germany,Central Europe,Europe
13780,Seminyak Beach,Beaches,Frankfurt,Germany,Central Europe,Europe
13781,Tanah Lot Temple,Religious Sites,Frankfurt,Germany,Central Europe,Europe
13785,Uluwatu Temple,Religious Sites,Frankfurt,Germany,Central Europe,Europe
13786,Merapi Volcano,Volcanos,Frankfurt,Germany,Central Europe,Europe
13791,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Croydon,Australia,Australia,Australia & Oceania
13799,Tegalalang Rice Terrace,Points of Interest & Landmarks,Croydon,Australia,Australia,Australia & Oceania
13801,Tegenungan Waterfall,Waterfalls,Croydon,Australia,Australia,Australia & Oceania
13804,Kuta Beach - Bali,Beaches,Croydon,Australia,Australia,Australia & Oceania
13805,Seminyak Beach,Beaches,Croydon,Australia,Australia,Australia & Oceania
13808,Tanah Lot Temple,Religious Sites,Croydon,Australia,Australia,Australia & Oceania
13812,Uluwatu Temple,Religious Sites,Croydon,Australia,Australia,Australia & Oceania
13813,Waterbom Bali,Water Parks,Croydon,Australia,Australia,Australia & Oceania
13819,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Bordeaux,France,Western Europe,Europe
13822,Tegalalang Rice Terrace,Points of Interest & Landmarks,Bordeaux,France,Western Europe,Europe
13825,Kuta Beach - Bali,Beaches,Bordeaux,France,Western Europe,Europe
13826,Sanur Beach,Beaches,Bordeaux,France,Western Europe,Europe
13827,Tanah Lot Temple,Religious Sites,Bordeaux,France,Western Europe,Europe
13828,Uluwatu Temple,Religious Sites,Bordeaux,France,Western Europe,Europe
13829,Waterbom Bali,Water Parks,Bordeaux,France,Western Europe,Europe
13830,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Leipzig,Germany,Central Europe,Europe
13832,Tegalalang Rice Terrace,Points of Interest & Landmarks,Leipzig,Germany,Central Europe,Europe
13834,Uluwatu Temple,Religious Sites,Leipzig,Germany,Central Europe,Europe
13835,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Slovenia,Slovenia,Central Europe,Europe
13838,Tegenungan Waterfall,Waterfalls,Slovenia,Slovenia,Central Europe,Europe
13839,Seminyak Beach,Beaches,Slovenia,Slovenia,Central Europe,Europe
13840,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Brisbane,Australia,Australia,Australia & Oceania
14096,Tegalalang Rice Terrace,Points of Interest & Landmarks,Brisbane,Australia,Australia,Australia & Oceania
14176,Malang City Square,Points of Interest & Landmarks,Brisbane,Australia,Australia,Australia & Oceania
14177,Bromo Tengger Semeru National Park,National Parks,Brisbane,Australia,Australia,Australia & Oceania
14178,Tegenungan Waterfall,Waterfalls,Brisbane,Australia,Australia,Australia & Oceania
14216,Coban Rondo Waterfall,Waterfalls,Brisbane,Australia,Australia,Australia & Oceania
14217,Nusa Dua Beach,Beaches,Brisbane,Australia,Australia,Australia & Oceania
14255,Kuta Beach - Bali,Beaches,Brisbane,Australia,Australia,Australia & Oceania
14295,Sanur Beach,Beaches,Brisbane,Australia,Australia,Australia & Oceania
14358,Seminyak Beach,Beaches,Brisbane,Australia,Australia,Australia & Oceania
14403,Tanah Lot Temple,Religious Sites,Brisbane,Australia,Australia,Australia & Oceania
14461,Uluwatu Temple,Religious Sites,Brisbane,Australia,Australia,Australia & Oceania
14527,Waterbom Bali,Water Parks,Brisbane,Australia,Australia,Australia & Oceania
14665,Ullen Sentalu Museum,History Museums,Brisbane,Australia,Australia,Australia & Oceania
14668,Merapi Volcano,Volcanos,Brisbane,Australia,Australia,Australia & Oceania
14677,Malioboro Road,Flea & Street Markets,Brisbane,Australia,Australia,Australia & Oceania
14678,Yogyakarta Palace,Historic Sites,Brisbane,Australia,Australia,Australia & Oceania
14679,Jodipan Colorful Village,Neighborhoods,Brisbane,Australia,Australia,Australia & Oceania
14680,Khayangan Reflexology & Massage,Spas,Brisbane,Australia,Australia,Australia & Oceania
14681,Jomblang Cave,Caverns & Caves,Brisbane,Australia,Australia,Australia & Oceania
14682,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Nottingham,United Kingdom,Western Europe,Europe
14700,Tegalalang Rice Terrace,Points of Interest & Landmarks,Nottingham,United Kingdom,Western Europe,Europe
14707,Tegenungan Waterfall,Waterfalls,Nottingham,United Kingdom,Western Europe,Europe
14711,Kuta Beach - Bali,Beaches,Nottingham,United Kingdom,Western Europe,Europe
14714,Sanur Beach,Beaches,Nottingham,United Kingdom,Western Europe,Europe
14720,Seminyak Beach,Beaches,Nottingham,United Kingdom,Western Europe,Europe
14723,Tanah Lot Temple,Religious Sites,Nottingham,United Kingdom,Western Europe,Europe
14728,Uluwatu Temple,Religious Sites,Nottingham,United Kingdom,Western Europe,Europe
14729,Waterbom Bali,Water Parks,Nottingham,United Kingdom,Western Europe,Europe
14730,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Rethymnon,Greece,Southern Europe,Europe
14732,Sanur Beach,Beaches,Rethymnon,Greece,Southern Europe,Europe
14733,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Noosa,Australia,Australia,Australia & Oceania
14739,Tegalalang Rice Terrace,Points of Interest & Landmarks,Noosa,Australia,Australia,Australia & Oceania
14740,Tegenungan Waterfall,Waterfalls,Noosa,Australia,Australia,Australia & Oceania
14743,Sanur Beach,Beaches,Noosa,Australia,Australia,Australia & Oceania
14745,Seminyak Beach,Beaches,Noosa,Australia,Australia,Australia & Oceania
14747,Waterbom Bali,Water Parks,Noosa,Australia,Australia,Australia & Oceania
14752,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Oxenford,Australia,Australia,Australia & Oceania
14760,Tegalalang Rice Terrace,Points of Interest & Landmarks,Oxenford,Australia,Australia,Australia & Oceania
14761,Tegenungan Waterfall,Waterfalls,Oxenford,Australia,Australia,Australia & Oceania
14763,Sanur Beach,Beaches,Oxenford,Australia,Australia,Australia & Oceania
14764,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Kaneohe,United States,Northern America,America
14765,Tegenungan Waterfall,Waterfalls,Kaneohe,United States,Northern America,America
14766,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Washington DC,United States,Northern America,America
14801,Tegalalang Rice Terrace,Points of Interest & Landmarks,Washington DC,United States,Northern America,America
14808,Malang City Square,Points of Interest & Landmarks,Washington DC,United States,Northern America,America
14809,Bromo Tengger Semeru National Park,National Parks,Washington DC,United States,Northern America,America
14811,Tegenungan Waterfall,Waterfalls,Washington DC,United States,Northern America,America
14814,Nusa Dua Beach,Beaches,Washington DC,United States,Northern America,America
14818,Kuta Beach - Bali,Beaches,Washington DC,United States,Northern America,America
14820,Sanur Beach,Beaches,Washington DC,United States,Northern America,America
14827,Seminyak Beach,Beaches,Washington DC,United States,Northern America,America
14830,Tanah Lot Temple,Religious Sites,Washington DC,United States,Northern America,America
14833,Uluwatu Temple,Religious Sites,Washington DC,United States,Northern America,America
14839,Waterbom Bali,Water Parks,Washington DC,United States,Northern America,America
14843,Malioboro Road,Flea & Street Markets,Washington DC,United States,Northern America,America
14844,Ramayana Ballet at Prambanan,Ballets,Washington DC,United States,Northern America,America
14854,Yogyakarta Palace,Historic Sites,Washington DC,United States,Northern America,America
14855,Sewu Temple,Ancient Ruins,Washington DC,United States,Northern America,America
14857,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Ladera Ranch,United States,Northern America,America
14858,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Philadelphia,United States,Northern America,America
14872,Tegalalang Rice Terrace,Points of Interest & Landmarks,Philadelphia,United States,Northern America,America
14877,Tegenungan Waterfall,Waterfalls,Philadelphia,United States,Northern America,America
14879,Nusa Dua Beach,Beaches,Philadelphia,United States,Northern America,America
14880,Tanah Lot Temple,Religious Sites,Philadelphia,United States,Northern America,America
14883,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Toronto,Canada,Northern America,America
15005,Tegalalang Rice Terrace,Points of Interest & Landmarks,Toronto,Canada,Northern America,America
15051,Bromo Tengger Semeru National Park,National Parks,Toronto,Canada,Northern America,America
15052,Tegenungan Waterfall,Waterfalls,Toronto,Canada,Northern America,America
15069,Nusa Dua Beach,Beaches,Toronto,Canada,Northern America,America
